author_name,author_id,author_distinct_topics,author_keyworks_count,rank,work_id,title,distinct_topics,refs_count,is_topic_keywork,categories
John Calvin,theo_a1d8cf894ef6,109,0,4,work_4cb47587a7b4,Calvin: Theological Treatises (ed. J.K.S. Reid),27,27,0,anthropology-&-doctrine-of-creation;bibliology;christology;doctrine-of-sin;ecclesiology-&-sacraments;eschatology;pneumatology;soteriology;theology-proper
John Calvin,theo_a1d8cf894ef6,109,0,5,work_04387d93d02b,Calvin’s Catechism of the Church of Geneva,14,14,0,bibliology;christology;doctrine-of-the-trinity;ecclesiology-&-sacraments;pneumatology;soteriology
Karl Rahner,theo_58387045c6b4,109,0,1,work_26f1e7be17ba,Foundations of Christian Faith (1976),109,109,0,anthropology-&-doctrine-of-creation;bibliology;christology;covenant-theology;doctrine-of-sin;doctrine-of-the-trinity;ecclesiology-&-sacraments;eschatology;pneumatology;soteriology;theology-proper
Karl Rahner,theo_58387045c6b4,109,0,2,work_f1fd96adeb20,Theological Investigations (multi-volume collection),109,109,0,anthropology-&-doctrine-of-creation;bibliology;christology;covenant-theology;doctrine-of-sin;doctrine-of-the-trinity;ecclesiology-&-sacraments;eschatology;pneumatology;soteriology;theology-proper
Karl Rahner,theo_58387045c6b4,109,0,3,work_304a00063ef3,Hearers of the Word (1941),61,61,0,anthropology-&-doctrine-of-creation;bibliology;christology;covenant-theology;doctrine-of-sin;doctrine-of-the-trinity;ecclesiology-&-sacraments;eschatology;pneumatology;soteriology;theology-proper
Karl Rahner,theo_58387045c6b4,109,0,4,work_0b21137b7f50,Spirit in the World (1939),37,37,0,anthropology-&-doctrine-of-creation;bibliology;doctrine-of-sin;doctrine-of-the-trinity;eschatology;pneumatology;soteriology;theology-proper
Karl Rahner,theo_58387045c6b4,109,0,5,work_0c102cf1dc6a,The Trinity (1967; English trans. 1986),28,28,0,bibliology;christology;covenant-theology;doctrine-of-the-trinity;pneumatology;soteriology;theology-proper
Martin Luther,theo_4957eb6ae45c,109,0,1,work_b4988b408fe5,"Luther’s Works, Vol. 1: Lectures on Genesis",95,95,0,anthropology-&-doctrine-of-creation;bibliology;christology;covenant-theology;doctrine-of-sin;doctrine-of-the-trinity;ecclesiology-&-sacraments;eschatology;pneumatology;soteriology;theology-proper
Martin Luther,theo_4957eb6ae45c,109,0,2,work_2ce2c4c386da,Luther’s Catechisms (Small and Large Catechism),74,74,0,anthropology-&-doctrine-of-creation;bibliology;christology;covenant-theology;doctrine-of-sin;doctrine-of-the-trinity;ecclesiology-&-sacraments;eschatology;pneumatology;soteriology;theology-proper
Martin Luther,theo_4957eb6ae45c,109,0,3,work_e67005c97a84,Selected Sermons and Letters,61,61,0,anthropology-&-doctrine-of-creation;bibliology;christology;covenant-theology;doctrine-of-sin;doctrine-of-the-trinity;ecclesiology-&-sacraments;eschatology;pneumatology;soteriology;theology-proper
Martin Luther,theo_4957eb6ae45c,109,0,4,work_4dd22fc61cd4,"The Bondage of the Will (De Servo Arbitrio, 1525)",45,45,0,anthropology-&-doctrine-of-creation;bibliology;christology;covenant-theology;doctrine-of-sin;doctrine-of-the-trinity;eschatology;pneumatology;soteriology;theology-proper
Martin Luther,theo_4957eb6ae45c,109,0,5,work_6f65da9837e9,The Heidelberg Disputation (1518),39,39,0,anthropology-&-doctrine-of-creation;bibliology;christology;covenant-theology;doctrine-of-sin;ecclesiology-&-sacraments;soteriology;theology-proper
Paul Tillich,theo_124906e9ce1f,109,0,1,work_aa9498c61301,The Protestant Era (1948),75,75,0,anthropology-&-doctrine-of-creation;bibliology;christology;covenant-theology;doctrine-of-sin;doctrine-of-the-trinity;ecclesiology-&-sacraments;eschatology;pneumatology;soteriology;theology-proper
Paul Tillich,theo_124906e9ce1f,109,0,2,work_ef6c49b58580,"Systematic Theology, Volumes 1–3",67,67,0,anthropology-&-doctrine-of-creation;bibliology;christology;covenant-theology;doctrine-of-sin;doctrine-of-the-trinity;ecclesiology-&-sacraments;eschatology;pneumatology;soteriology;theology-proper
Paul Tillich,theo_124906e9ce1f,109,0,3,work_43de8aa77558,Theology of Culture (1959),59,59,0,anthropology-&-doctrine-of-creation;bibliology;christology;covenant-theology;doctrine-of-sin;doctrine-of-the-trinity;ecclesiology-&-sacraments;eschatology;pneumatology;soteriology;theology-proper
Paul Tillich,theo_124906e9ce1f,109,0,4,work_68126511dd6c,The Shaking of the Foundations,58,58,0,anthropology-&-doctrine-of-creation;bibliology;christology;covenant-theology;doctrine-of-sin;doctrine-of-the-trinity;ecclesiology-&-sacraments;eschatology;pneumatology;soteriology;theology-proper
Paul Tillich,theo_124906e9ce1f,109,0,5,work_b77acdda9854,The Courage to Be (1952),45,45,0,anthropology-&-doctrine-of-creation;bibliology;doctrine-of-sin;doctrine-of-the-trinity;eschatology;pneumatology;soteriology;theology-proper
Rudolf Bultmann,theo_888da193d4d0,109,0,1,work_eb82bb5dac71,New Testament and Mythology: The Problem of Demythologizing the New Testament Message,109,109,0,anthropology-&-doctrine-of-creation;bibliology;christology;covenant-theology;doctrine-of-sin;doctrine-of-the-trinity;ecclesiology-&-sacraments;eschatology;pneumatology;soteriology;theology-proper
Rudolf Bultmann,theo_888da193d4d0,109,0,2,work_6fedbbe310b5,Jesus Christ and Mythology (1958),107,107,0,anthropology-&-doctrine-of-creation;bibliology;christology;covenant-theology;doctrine-of-sin;doctrine-of-the-trinity;ecclesiology-&-sacraments;eschatology;pneumatology;soteriology;theology-proper
Rudolf Bultmann,theo_888da193d4d0,109,0,3,work_f5f599fa3397,Theology of the New Testament (especially on Pauline soteriology),107,107,0,anthropology-&-doctrine-of-creation;bibliology;christology;covenant-theology;doctrine-of-sin;doctrine-of-the-trinity;ecclesiology-&-sacraments;eschatology;pneumatology;soteriology;theology-proper
Rudolf Bultmann,theo_888da193d4d0,109,0,4,work_2e2c43f9e604,Faith and Understanding (1969),76,76,0,anthropology-&-doctrine-of-creation;bibliology;christology;covenant-theology;doctrine-of-sin;doctrine-of-the-trinity;ecclesiology-&-sacraments;eschatology;pneumatology;soteriology;theology-proper
Rudolf Bultmann,theo_888da193d4d0,109,0,5,work_266f2925fabf,History and Eschatology (1957),53,53,0,anthropology-&-doctrine-of-creation;bibliology;christology;covenant-theology;doctrine-of-sin;doctrine-of-the-trinity;eschatology;pneumatology;soteriology;theology-proper
Thomas Aquinas,theo_f0740853d304,109,0,1,work_38fadb6c276c,Summa Theologiae,109,109,0,anthropology-&-doctrine-of-creation;bibliology;christology;covenant-theology;doctrine-of-sin;doctrine-of-the-trinity;ecclesiology-&-sacraments;eschatology;pneumatology;soteriology;theology-proper
Thomas Aquinas,theo_f0740853d304,109,0,2,work_607c553c960b,Summa Contra Gentiles,98,98,0,anthropology-&-doctrine-of-creation;bibliology;christology;covenant-theology;doctrine-of-sin;doctrine-of-the-trinity;ecclesiology-&-sacraments;eschatology;pneumatology;soteriology;theology-proper
Thomas Aquinas,theo_f0740853d304,109,0,3,work_be0e6a9fcc96,Commentary on the Sentences of Peter Lombard,82,82,0,anthropology-&-doctrine-of-creation;bibliology;christology;covenant-theology;doctrine-of-sin;doctrine-of-the-trinity;ecclesiology-&-sacraments;eschatology;pneumatology;soteriology;theology-proper
Thomas Aquinas,theo_f0740853d304,109,0,4,work_f8ed8d931142,Quaestiones Disputatae de Veritate,43,43,0,anthropology-&-doctrine-of-creation;bibliology;christology;covenant-theology;doctrine-of-sin;ecclesiology-&-sacraments;eschatology;pneumatology;soteriology;theology-proper
Thomas Aquinas,theo_f0740853d304,109,0,5,work_55ab017aabdb,Commentary on 1 Corinthians (notably ch. 15),26,26,0,anthropology-&-doctrine-of-creation;bibliology;christology;covenant-theology;doctrine-of-sin;ecclesiology-&-sacraments;eschatology;pneumatology;soteriology;theology-proper
Three Forms of Unity,theo_2a4f308c7e0f,109,0,1,work_b587a4c24fe7,The Belgic Confession (1561),109,109,0,anthropology-&-doctrine-of-creation;bibliology;christology;covenant-theology;doctrine-of-sin;doctrine-of-the-trinity;ecclesiology-&-sacraments;eschatology;pneumatology;soteriology;theology-proper
Three Forms of Unity,theo_2a4f308c7e0f,109,0,2,work_045153db13f7,The Canons of Dort (1618–1619),109,109,0,anthropology-&-doctrine-of-creation;bibliology;christology;covenant-theology;doctrine-of-sin;doctrine-of-the-trinity;ecclesiology-&-sacraments;eschatology;pneumatology;soteriology;theology-proper
Three Forms of Unity,theo_2a4f308c7e0f,109,0,3,work_6d2bc4853083,"The Heidelberg Catechism (1563), Lord’s Day 7 and 31",107,107,0,anthropology-&-doctrine-of-creation;bibliology;christology;covenant-theology;doctrine-of-sin;doctrine-of-the-trinity;ecclesiology-&-sacraments;eschatology;pneumatology;soteriology;theology-proper
Three Forms of Unity,theo_2a4f308c7e0f,109,0,4,work_a1e4ca16b889,"The Reformed Confessions of the 16th and 17th Centuries in English Translation, ed. James T. Dennison Jr.",47,47,0,anthropology-&-doctrine-of-creation;bibliology;christology;covenant-theology;doctrine-of-sin;doctrine-of-the-trinity;ecclesiology-&-sacraments;eschatology;pneumatology;theology-proper
Three Forms of Unity,theo_2a4f308c7e0f,109,0,5,work_711a4f509805,The Theology of the Heidelberg Catechism (Lyle D. Bierma),43,43,0,anthropology-&-doctrine-of-creation;bibliology;christology;covenant-theology;doctrine-of-sin;ecclesiology-&-sacraments;eschatology;pneumatology;soteriology;theology-proper
Unknown,,109,0,1,work_e46074e75a4f,Commentary on the Epistle to the Romans,63,66,0,anthropology-&-doctrine-of-creation;bibliology;christology;covenant-theology;doctrine-of-sin;doctrine-of-the-trinity;eschatology;pneumatology;soteriology;theology-proper
Unknown,,109,0,2,work_06e5fd7785cf,Resurrection and Redemption: A Study in Paul’s Soteriology,54,54,0,anthropology-&-doctrine-of-creation;bibliology;christology;covenant-theology;doctrine-of-sin;doctrine-of-the-trinity;ecclesiology-&-sacraments;eschatology;pneumatology;soteriology;theology-proper
Unknown,,109,0,3,work_5c2d54ed101f,Systematic Theology (3 vols.),51,53,0,anthropology-&-doctrine-of-creation;bibliology;christology;covenant-theology;doctrine-of-sin;doctrine-of-the-trinity;eschatology;pneumatology;soteriology;theology-proper
Unknown,,109,0,4,work_7254d6903748,"""The Plan of Salvation""",40,41,0,anthropology-&-doctrine-of-creation;christology;covenant-theology;doctrine-of-sin;ecclesiology-&-sacraments;eschatology;pneumatology;soteriology;theology-proper
Unknown,,109,0,5,work_5255c38f169e,The Epistle to the Romans,35,35,0,bibliology;christology;covenant-theology;doctrine-of-sin;ecclesiology-&-sacraments;eschatology;soteriology;theology-proper
Westminster Standards,theo_e482a45012cc,109,0,1,work_721229f3ec7b,The Westminster Confession of Faith (1646),109,109,0,anthropology-&-doctrine-of-creation;bibliology;christology;covenant-theology;doctrine-of-sin;doctrine-of-the-trinity;ecclesiology-&-sacraments;eschatology;pneumatology;soteriology;theology-proper
Westminster Standards,theo_e482a45012cc,109,0,2,work_cd7b37430155,The Westminster Larger Catechism (1647),109,109,0,anthropology-&-doctrine-of-creation;bibliology;christology;covenant-theology;doctrine-of-sin;doctrine-of-the-trinity;ecclesiology-&-sacraments;eschatology;pneumatology;soteriology;theology-proper
Westminster Standards,theo_e482a45012cc,109,0,3,work_6f2da1e01feb,The Westminster Shorter Catechism (1647),108,108,0,anthropology-&-doctrine-of-creation;bibliology;christology;covenant-theology;doctrine-of-sin;doctrine-of-the-trinity;ecclesiology-&-sacraments;eschatology;pneumatology;soteriology;theology-proper
Westminster Standards,theo_e482a45012cc,109,0,4,work_623744aac490,The Directory for Public Worship (1645),55,55,0,anthropology-&-doctrine-of-creation;bibliology;christology;covenant-theology;doctrine-of-sin;doctrine-of-the-trinity;ecclesiology-&-sacraments;eschatology;pneumatology;soteriology
Westminster Standards,theo_e482a45012cc,109,0,5,work_6e76b9ee9670,The Sum of Saving Knowledge (Appendix to the Standards),55,55,0,anthropology-&-doctrine-of-creation;bibliology;christology;covenant-theology;doctrine-of-sin;doctrine-of-the-trinity;ecclesiology-&-sacraments;eschatology;pneumatology;soteriology;theology-proper
Richard B. Gaffin Jr.,theo_01d6e8e3cff7,98,18,1,work_9b2256e28630,"By Faith, Not by Sight: Paul and the Order of Salvation (2006, 2nd ed. 2013)",63,63,1,anthropology-&-doctrine-of-creation;bibliology;christology;covenant-theology;doctrine-of-sin;doctrine-of-the-trinity;ecclesiology-&-sacraments;eschatology;pneumatology;soteriology;theology-proper
Richard B. Gaffin Jr.,theo_01d6e8e3cff7,98,18,2,work_b6031ea75ff1,Perspectives on Pentecost: New Testament Teaching on the Gifts of the Holy Spirit (1979),58,58,1,anthropology-&-doctrine-of-creation;bibliology;christology;covenant-theology;doctrine-of-sin;doctrine-of-the-trinity;ecclesiology-&-sacraments;eschatology;pneumatology;soteriology;theology-proper
Richard B. Gaffin Jr.,theo_01d6e8e3cff7,98,18,3,work_a11d553edd28,"""Theonomy and Eschatology: Some Reflections on the Structure of Biblical Ethics"" in *Theonomy: A Reformed Critique",26,26,0,anthropology-&-doctrine-of-creation;bibliology;christology;covenant-theology;doctrine-of-sin;ecclesiology-&-sacraments;eschatology;pneumatology;soteriology;theology-proper
Richard B. Gaffin Jr.,theo_01d6e8e3cff7,98,18,4,work_b23e791eba16,"""Biblical Theology and the Westminster Tradition"" (Westminster Theological Journal, 2001)",20,20,0,christology;covenant-theology;doctrine-of-sin;doctrine-of-the-trinity;ecclesiology-&-sacraments;pneumatology;soteriology;theology-proper
Richard B. Gaffin Jr.,theo_01d6e8e3cff7,98,18,5,work_f68c5ab25196,Calvin and the Sabbath,18,18,1,christology;doctrine-of-the-trinity;ecclesiology-&-sacraments;pneumatology;soteriology
Meredith G. Kline,theo_7ab423f6dffc,72,7,1,work_d9b43e79c93f,Kingdom Prologue: Genesis Foundations for a Covenantal Worldview (2000),72,72,1,anthropology-&-doctrine-of-creation;bibliology;christology;covenant-theology;doctrine-of-sin;doctrine-of-the-trinity;ecclesiology-&-sacraments;eschatology;pneumatology;soteriology;theology-proper
Meredith G. Kline,theo_7ab423f6dffc,72,7,2,work_aef434a58bfe,By Oath Consigned: A Reinterpretation of the Covenant Signs of Circumcision and Baptism,67,67,1,anthropology-&-doctrine-of-creation;bibliology;christology;covenant-theology;doctrine-of-sin;doctrine-of-the-trinity;ecclesiology-&-sacraments;eschatology;pneumatology;soteriology;theology-proper
Meredith G. Kline,theo_7ab423f6dffc,72,7,3,work_f73bae17b0fe,The Structure of Biblical Authority (1972),60,60,1,anthropology-&-doctrine-of-creation;bibliology;christology;covenant-theology;doctrine-of-sin;doctrine-of-the-trinity;ecclesiology-&-sacraments;eschatology;pneumatology;soteriology;theology-proper
Meredith G. Kline,theo_7ab423f6dffc,72,7,4,work_725c1be68905,Images of the Spirit (1980),51,51,1,anthropology-&-doctrine-of-creation;bibliology;christology;covenant-theology;doctrine-of-sin;doctrine-of-the-trinity;ecclesiology-&-sacraments;eschatology;pneumatology;soteriology;theology-proper
Meredith G. Kline,theo_7ab423f6dffc,72,7,5,work_b0bb14a31fbc,"God, Heaven and Har Magedon: A Covenantal Tale of Cosmos and Telos",48,48,1,anthropology-&-doctrine-of-creation;bibliology;christology;covenant-theology;doctrine-of-sin;doctrine-of-the-trinity;ecclesiology-&-sacraments;eschatology;pneumatology;soteriology;theology-proper
Sinclair B. Ferguson,theo_4063565914eb,46,4,1,work_312a1cb163fd,The Christian Life: A Doctrinal Introduction (1981),38,38,0,anthropology-&-doctrine-of-creation;bibliology;christology;covenant-theology;doctrine-of-sin;ecclesiology-&-sacraments;eschatology;pneumatology;soteriology
Sinclair B. Ferguson,theo_4063565914eb,46,4,2,work_f88665487b98,Some Pastors and Teachers: Reflecting a Biblical Vision of What Every Minister Is Called to Be (2017),33,33,0,anthropology-&-doctrine-of-creation;bibliology;christology;covenant-theology;doctrine-of-sin;ecclesiology-&-sacraments;eschatology;pneumatology;soteriology
Sinclair B. Ferguson,theo_4063565914eb,46,4,3,work_9ea2b41a3b55,The Holy Spirit (Contours of Christian Theology),31,31,1,anthropology-&-doctrine-of-creation;bibliology;christology;covenant-theology;ecclesiology-&-sacraments;eschatology;pneumatology;soteriology
Sinclair B. Ferguson,theo_4063565914eb,46,4,4,work_1dc3763021ab,"The Whole Christ: Legalism, Antinomianism, and Gospel Assurance (2016)",29,29,1,christology;covenant-theology;doctrine-of-sin;ecclesiology-&-sacraments;eschatology;pneumatology;soteriology
Sinclair B. Ferguson,theo_4063565914eb,46,4,5,work_1fc275950654,In Christ Alone: Living the Gospel Centered Life (2007),16,16,0,anthropology-&-doctrine-of-creation;christology;doctrine-of-sin;eschatology;soteriology
Michael S. Horton,theo_2c429c991f77,40,10,1,work_dae4d66aa208,The Christian Faith: A Systematic Theology for Pilgrims on the Way (2011),40,40,1,anthropology-&-doctrine-of-creation;bibliology;christology;covenant-theology;ecclesiology-&-sacraments;eschatology;pneumatology;soteriology;theology-proper
Michael S. Horton,theo_2c429c991f77,40,10,2,work_b55bc57b48fe,Pilgrim Theology: Core Doctrines for Christian Disciples (2011),30,30,1,anthropology-&-doctrine-of-creation;bibliology;christology;covenant-theology;ecclesiology-&-sacraments;eschatology;pneumatology;soteriology
Michael S. Horton,theo_2c429c991f77,40,10,3,work_3e0250eb55a8,People and Place: A Covenant Ecclesiology,24,24,0,anthropology-&-doctrine-of-creation;bibliology;christology;covenant-theology;ecclesiology-&-sacraments;eschatology;pneumatology;soteriology;theology-proper
